Interval Start,Internal CO2 (tonnes),Exported CO2 (tonnes),Imported CO2 (tonnes),Load,VRE,Total_CO2_Emissions,delta_Load,delta_VRE,delta_Total_CO2_Emissions
2023-06-27 01:00:00+00:00,4267.8518325000005,341.26303893,662.124394395,7560.0,2398.0,4588.7131879650005,-159.0,-426.0,211.32239545500033
2023-06-27 02:00:00+00:00,4818.8760015,250.65975142500002,575.4201880200001,7095.0,1270.0,5143.636438095,-465.0,-1128.0,554.9232501299994
2023-06-27 03:00:00+00:00,4985.2537305000005,273.829256325,593.229136755,6773.0,897.0,5304.65361093,-322.0,-373.0,161.01717283499966
2023-06-27 04:00:00+00:00,4547.51156682,287.359013415,606.32798097,6517.0,1014.0,4866.480534375,-256.0,117.0,-438.17307655499917
2023-06-27 05:00:00+00:00,4414.31866512,368.54390625,481.18362459,6072.0,900.0,4526.95838346,-445.0,-114.0,-339.52215091500057
2023-06-27 06:00:00+00:00,4394.434077105,431.56967694,310.305350805,5666.0,728.0,4273.16975097,-406.0,-172.0,-253.78863249000005
2023-06-27 07:00:00+00:00,4504.105486125,565.0084257750001,468.10746,5547.0,397.0,4407.20452035,-119.0,-331.0,134.0347693800004
2023-06-27 08:00:00+00:00,4282.276073999999,662.61699585,753.86347752,5434.0,307.0,4373.52255567,-113.0,-90.0,-33.68196468000042
2023-06-27 09:00:00+00:00,4005.1310565,590.32160883,797.72042916,5322.0,323.0,4212.52987683,-112.0,16.0,-160.99267883999983
2023-06-27 10:00:00+00:00,3839.9326680000004,584.389526115,877.75410423,5202.0,268.0,4133.297246115,-120.0,-55.0,-79.23263071499969
2023-06-27 11:00:00+00:00,3856.54503972,558.34152321,946.470646425,5373.0,291.0,4244.674162935,171.0,23.0,111.37691681999968
2023-06-27 12:00:00+00:00,4055.36733306,555.10468713,914.40800697,5597.0,361.0,4414.6706529,224.0,70.0,169.99648996500036
2023-06-27 13:00:00+00:00,4061.8301189999997,634.54869195,843.9823282350001,5813.0,986.0,4271.263755285,216.0,625.0,-143.40689761500016
2023-06-27 14:00:00+00:00,3183.9199789500003,336.383290815,1056.689995185,5909.0,1592.0,3904.2266833199997,96.0,606.0,-367.03707196500045
2023-06-27 15:00:00+00:00,2850.81434754,152.97679218,1098.273541215,6133.0,1753.0,3796.111096575,224.0,161.0,-108.11558674499975
2023-06-27 16:00:00+00:00,2767.458561,184.00614792,979.43502777,6278.0,2292.0,3562.88744085,145.0,539.0,-233.22365572499984
2023-06-27 17:00:00+00:00,2851.974637155,208.24794549,907.910748,6438.0,2542.0,3551.637439665,160.0,250.0,-11.250001185000201
2023-06-27 18:00:00+00:00,2958.6341919750002,203.455287135,846.5941138500001,6773.0,2700.0,3601.77301869,335.0,158.0,50.13557902499997
2023-06-27 19:00:00+00:00,3332.0796187799997,427.17708717,962.22754269,7071.0,2935.0,3867.1300742999997,298.0,235.0,265.35705560999986
2023-06-27 20:00:00+00:00,3803.2315916400003,696.11570916,845.74135995,7173.0,2948.0,3952.8572424300005,102.0,13.0,85.72716813000079
2023-06-27 21:00:00+00:00,4097.028897,784.53721674,735.120128235,7274.0,2868.0,4047.611808495,101.0,-80.0,94.75456606499938
2023-06-27 22:00:00+00:00,4419.9141822,874.3648610700001,676.0614775500001,7370.0,2932.0,4221.610798680001,96.0,64.0,173.99899018500082
2023-06-27 23:00:00+00:00,4469.2469025,918.92034516,628.885135995,7425.0,3070.0,4179.211693335,55.0,138.0,-42.39910534500086
2023-06-28 00:00:00+00:00,5120.333577,1061.99612025,711.62131518,7324.0,2312.0,4769.95877193,-101.0,-758.0,590.747078595
2023-06-28 01:00:00+00:00,5580.3670905,1008.367878975,742.7849343,7104.0,1420.0,5314.784145825,-220.0,-892.0,544.8253738950007
2023-06-28 02:00:00+00:00,6049.472454,1248.858993735,783.955711155,6648.0,761.0,5584.56917142,-456.0,-659.0,269.78502559499975
2023-06-28 03:00:00+00:00,6341.404587,1383.34100532,706.483926525,6484.0,442.0,5664.547508205,-164.0,-319.0,79.97833678499956
2023-06-28 04:00:00+00:00,5953.492281000001,1234.31409663,666.84447795,6176.0,464.0,5386.022662320001,-308.0,22.0,-278.5248458849992
2023-06-28 05:00:00+00:00,5392.018247985,1077.21868455,744.1203106199999,5889.0,422.0,5058.919874055,-287.0,-42.0,-327.1027882650005
2023-06-28 06:00:00+00:00,5103.150585915,991.6112648400001,782.555017515,5632.0,214.0,4894.09433859,-257.0,-208.0,-164.82553546500003
2023-06-28 07:00:00+00:00,4824.228393,917.277433125,756.892568235,5480.0,168.0,4663.84352811,-152.0,-46.0,-230.25081047999993
2023-06-28 08:00:00+00:00,4634.082417,848.589013665,748.0103199,5405.0,155.0,4533.5037232350005,-75.0,-13.0,-130.33980487499957
2023-06-28 09:00:00+00:00,4658.213538,958.356584295,783.643639515,5337.0,147.0,4483.50059322,-68.0,-8.0,-50.00313001500035
2023-06-28 10:00:00+00:00,4756.189518,981.112412835,770.901319005,5345.0,116.0,4545.978424170001,8.0,-31.0,62.47783095000068
2023-06-28 11:00:00+00:00,4751.109282,1014.4442041049999,914.70919239,5449.0,99.0,4651.374270285,104.0,-17.0,105.39584611499959
2023-06-28 12:00:00+00:00,4794.5162698799995,921.23548128,896.8022676749999,5594.0,180.0,4770.083056275,145.0,81.0,118.70878598999934
2023-06-28 13:00:00+00:00,4662.66418761,840.20571708,823.68587823,5752.0,651.0,4646.14434876,158.0,471.0,-123.9387075149998
2023-06-28 14:00:00+00:00,4383.14960289,806.6208211950001,1021.9076151,5981.0,1073.0,4598.436396795,229.0,422.0,-47.707951964999666
2023-06-28 15:00:00+00:00,4555.88307,907.6884876749999,912.9973342950001,6191.0,1360.0,4561.19191662,210.0,287.0,-37.24448017500072
2023-06-28 16:00:00+00:00,4680.530288999999,815.507605455,863.9022964650001,6318.0,1328.0,4728.924980010001,127.0,-32.0,167.733063390001
2023-06-28 17:00:00+00:00,4581.53100432,688.908124335,926.490803985,6468.0,1388.0,4819.11368397,150.0,60.0,90.18870395999966
2023-06-28 18:00:00+00:00,4762.31301675,715.17929475,878.7719658,6671.0,1443.0,4925.9056878,203.0,55.0,106.79200382999989
2023-06-28 19:00:00+00:00,4921.71812184,818.6156212650001,884.00642325,6838.0,1576.0,4987.108923825001,167.0,133.0,61.20323602500048
2023-06-28 20:00:00+00:00,5280.6331665,1136.977682055,689.0487380100001,6762.0,1890.0,4832.7042224550005,-76.0,314.0,-154.4047013700001
2023-06-28 21:00:00+00:00,5094.569523,1103.92258221,641.215594515,6834.0,2089.0,4631.862535305,72.0,199.0,-200.84168715000033
2023-06-28 22:00:00+00:00,5089.852161000001,1151.841001095,698.10244431,6915.0,2086.0,4636.113604215,81.0,-3.0,4.251068909999958
2023-06-28 23:00:00+00:00,4896.258882,1019.15158707,906.962739675,7063.0,1712.0,4784.070034605001,148.0,-374.0,147.9564303900006
2023-06-29 00:00:00+00:00,5019.363886499999,903.1716135600001,741.196453365,6920.0,1434.0,4857.388726305,-143.0,-278.0,73.31869169999936
2023-06-29 01:00:00+00:00,4952.2321965,986.8948100250001,511.021846425,6432.0,1640.0,4476.3592329,-488.0,206.0,-381.0294934049998
2023-06-29 02:00:00+00:00,5574.561106499999,1050.4467480150001,554.35353795,6156.0,716.0,5078.4678964350005,-276.0,-924.0,602.1086635350002
2023-06-29 03:00:00+00:00,5894.706693,1120.180244595,631.69468794,6147.0,385.0,5406.221136345001,-9.0,-331.0,327.75323991000005
2023-06-29 04:00:00+00:00,5608.036233000001,1147.3794652650001,772.33376412,5964.0,333.0,5232.990531855,-183.0,-52.0,-173.2306044900006
2023-06-29 05:00:00+00:00,5199.292237845,1074.824623335,783.35061876,5709.0,360.0,4907.81823327,-255.0,27.0,-325.17229858500014
2023-06-29 06:00:00+00:00,4829.96905968,1037.13562251,803.6035238850001,5515.0,261.0,4596.436961055,-194.0,-99.0,-311.3812722149996
2023-06-29 07:00:00+00:00,4700.155422105,1088.51858091,907.65492183,5362.0,201.0,4519.291763025,-153.0,-60.0,-77.14519802999985
2023-06-29 08:00:00+00:00,4599.7001055,1105.436673975,863.89594617,5255.0,287.0,4358.159377694999,-107.0,86.0,-161.13238533000094
2023-06-29 09:00:00+00:00,4177.042614,873.98565774,977.884648605,5222.0,311.0,4280.941604865,-33.0,24.0,-77.21777282999938
2023-06-29 10:00:00+00:00,4115.354034,776.76082692,1026.691201605,5220.0,154.0,4365.284408685,-2.0,-157.0,84.34280381999997
2023-06-29 11:00:00+00:00,4439.71621638,896.707920435,998.03232027,5351.0,86.0,4541.040616215,131.0,-68.0,175.7562075300002
2023-06-29 12:00:00+00:00,4694.418384165,916.06815552,943.184822355,5486.0,111.0,4721.535051000001,135.0,25.0,180.49443478500052
2023-06-29 13:00:00+00:00,4310.385201225,710.431995645,1037.21182605,5707.0,541.0,4637.16503163,221.0,430.0,-84.37001937000059
2023-06-29 14:00:00+00:00,4115.045591100001,765.49177485,948.8411208299999,5923.0,1227.0,4298.39493708,216.0,686.0,-338.77009455000007
2023-06-29 15:00:00+00:00,4177.405488,786.5538889950001,892.816096785,6180.0,1570.0,4283.66769579,257.0,343.0,-14.727241290000165
2023-06-29 16:00:00+00:00,4254.35654844,791.81646918,990.0218767199999,6400.0,1783.0,4452.561955980001,220.0,213.0,168.89426019000075
2023-06-29 17:00:00+00:00,4086.7541196899997,692.616696615,942.856421385,6489.0,1932.0,4336.99384446,89.0,149.0,-115.56811152000046
2023-06-29 18:00:00+00:00,4324.170784485,749.06446887,897.362908005,6715.0,2058.0,4472.46922362,226.0,126.0,135.47537915999965
2023-06-29 19:00:00+00:00,4456.757686605,780.5964051000001,656.88902976,6821.0,2328.0,4333.050311264999,106.0,270.0,-139.41891235500043
2023-06-29 20:00:00+00:00,4741.836944115001,946.584951735,724.36182132,6924.0,2189.0,4519.613813700001,103.0,-139.0,186.56350243500128
2023-06-29 21:00:00+00:00,4989.789655500001,937.1039613,1004.98680048,7300.0,1702.0,5057.6724946799995,376.0,-487.0,538.0586809799988
2023-06-29 22:00:00+00:00,5004.4860525,851.009383245,724.843536555,7076.0,1563.0,4878.3202058100005,-224.0,-139.0,-179.35228886999903
2023-06-29 23:00:00+00:00,5006.577113925,932.71862901,671.961908535,6904.0,1674.0,4745.82039345,-172.0,111.0,-132.49981236000076
2023-06-30 00:00:00+00:00,4692.558654914999,869.6093973000001,687.520131285,6595.0,1909.0,4510.4693889,-309.0,235.0,-235.35100454999974
2023-06-30 01:00:00+00:00,5143.8296685000005,737.3218662300001,692.90245989,6411.0,870.0,5099.4102621600005,-184.0,-1039.0,588.9408732600004
2023-06-30 02:00:00+00:00,5748.0148785,1082.2590044100002,707.81476692,6307.0,636.0,5373.57064101,-104.0,-234.0,274.1603788499997
2023-06-30 03:00:00+00:00,5729.054712,1208.507404935,1087.479854085,6258.0,276.0,5608.02716115,-49.0,-360.0,234.45652014000007
2023-06-30 04:00:00+00:00,5322.340996875,999.0501818399999,1191.103967895,6160.0,123.0,5514.3947829300005,-98.0,-153.0,-93.63237821999974
2023-06-30 05:00:00+00:00,5170.410189,1075.4732606100001,1079.75698818,5825.0,166.0,5174.6939165700005,-335.0,43.0,-339.70086635999996
2023-06-30 06:00:00+00:00,4749.75757635,1011.1075776750001,982.2772383750001,5553.0,233.0,4720.92723705,-272.0,67.0,-453.76667952000025
2023-06-30 07:00:00+00:00,4681.39937223,1069.405100145,904.5106186200001,5459.0,230.0,4516.5048907049995,-94.0,-3.0,-204.42234634500073
2023-06-30 08:00:00+00:00,4737.391737615,1144.828461045,887.853794835,5336.0,173.0,4480.417071405001,-123.0,-57.0,-36.087819299998955
2023-06-30 09:00:00+00:00,4116.442656,911.451491055,1027.895943285,5200.0,198.0,4232.88710823,-136.0,25.0,-247.52996317500038
2023-06-30 10:00:00+00:00,3714.01539,657.858810525,872.222997285,5038.0,346.0,3928.3795767600004,-162.0,148.0,-304.5075314699998
2023-06-30 11:00:00+00:00,3576.667581,509.46511696500005,789.8859795000001,5104.0,470.0,3857.0884435350004,66.0,124.0,-71.29113322500007
2023-06-30 12:00:00+00:00,4076.93474925,712.400587095,682.670320275,5258.0,530.0,4047.20448243,154.0,60.0,190.11603889499975
2023-06-30 13:00:00+00:00,4050.8432014649998,696.98116365,690.976506135,5451.0,1097.0,4044.8385439500003,193.0,567.0,-2.3659384799998406
2023-06-30 14:00:00+00:00,3638.48135253,532.5892626149999,918.4050640800001,5685.0,1649.0,4024.297153995,234.0,552.0,-20.54138995500034
2023-06-30 15:00:00+00:00,3851.2724805000003,541.06690644,963.69355365,6100.0,1726.0,4273.89912771,415.0,77.0,249.60197371500044
2023-06-30 16:00:00+00:00,4003.9952608800004,612.3135876,1147.172627085,6381.0,1735.0,4538.854300365,281.0,9.0,264.95517265499984
2023-06-30 17:00:00+00:00,4379.433773129999,863.67277866,1253.2615625399999,6653.0,1763.0,4769.02255701,272.0,28.0,230.16825664499993
2023-06-30 18:00:00+00:00,4737.591318315,935.7948933450001,1123.464254295,6869.0,1775.0,4925.260679265,216.0,12.0,156.23812225500023
2023-06-30 19:00:00+00:00,5103.91897161,1009.7105127750001,970.39402206,6827.0,1729.0,5064.602480895,-42.0,-46.0,139.34180162999928
2023-06-30 20:00:00+00:00,5450.12072568,1265.219168025,839.7113012550001,6787.0,1802.0,5024.61285891,-40.0,73.0,-39.98962198499976
2023-06-30 21:00:00+00:00,5563.947042,1332.960486345,955.386460605,6924.0,1868.0,5186.37301626,137.0,66.0,161.76015735000055
2023-06-30 22:00:00+00:00,5593.6119915,1198.2117623699999,1015.385862135,7116.0,1865.0,5410.786091264999,192.0,-3.0,224.41307500499897
2023-06-30 23:00:00+00:00,5605.9497075,1115.9926786350002,1025.40572046,7217.0,1830.0,5515.362749325001,101.0,-35.0,104.57665806000114
2023-07-01 00:00:00+00:00,5855.4255825,1201.26716145,981.435370695,7251.0,1764.0,5635.593791745,34.0,-66.0,120.23104241999954
2023-07-01 01:00:00+00:00,6165.955008,1027.2418629,987.0844116900001,7177.0,1029.0,6125.797556789999,-74.0,-735.0,490.2037650449993
2023-07-01 02:00:00+00:00,6738.8423355,1175.9439993600001,951.516409395,6873.0,202.0,6514.414745535,-304.0,-827.0,388.61718874500093
2023-07-01 03:00:00+00:00,6592.513395,1184.3708408250002,1020.315505425,6639.0,55.0,6428.4580596,-234.0,-147.0,-85.95668593500068
2023-07-01 04:00:00+00:00,6035.8828227,1031.78323101,1167.46000524,6352.0,54.0,6171.55959693,-287.0,-1.0,-256.8984626699994
2023-07-01 05:00:00+00:00,5586.27467922,940.4922972749999,1143.80424918,6031.0,58.0,5789.586631125,-321.0,4.0,-381.97296580500006
2023-07-01 06:00:00+00:00,5102.756867625,909.84305205,1152.771772905,5836.0,108.0,5345.685588480001,-195.0,50.0,-443.9010426449995
2023-07-01 07:00:00+00:00,4885.7173923,917.80632198,1005.094755495,5631.0,176.0,4973.005825815,-205.0,68.0,-372.67976266500045
2023-07-01 08:00:00+00:00,4211.2434885,797.99984214,1261.76188599,5422.0,217.0,4675.00553235,-209.0,41.0,-298.00029346500014
2023-07-01 09:00:00+00:00,3743.952495,595.087051635,1393.18033383,5278.0,236.0,4542.0457771950005,-144.0,19.0,-132.95975515499958
2023-07-01 10:00:00+00:00,3539.110122,442.28716053,1250.8039983750002,5171.0,243.0,4347.626959845,-107.0,7.0,-194.4188173500006
2023-07-01 11:00:00+00:00,3489.6685395,329.93229828,1077.62147469,5160.0,289.0,4237.3577159100005,-11.0,46.0,-110.2692439349994
2023-07-01 12:00:00+00:00,3276.389346,225.03086799000002,1023.98506875,5119.0,460.0,4075.34354676,-41.0,171.0,-162.01416915000027
2023-07-01 13:00:00+00:00,2824.60214415,149.71636929,819.7967761350001,5131.0,1261.0,3494.682550995,12.0,801.0,-580.6609957650003
2023-07-01 14:00:00+00:00,2541.7509330000003,215.89732941,999.352274445,5451.0,1869.0,3325.2058780350003,320.0,608.0,-169.47667295999963
2023-07-01 15:00:00+00:00,2490.222825,196.04449287,1023.7736946450001,5799.0,2167.0,3317.952026775,348.0,298.0,-7.253851260000374
2023-07-01 16:00:00+00:00,2565.4284615,140.766989265,958.9580479499999,6058.0,2223.0,3383.619520185,259.0,56.0,65.66749341000013
2023-07-01 17:00:00+00:00,2856.94510377,179.182645275,966.6110606100001,6423.0,2264.0,3644.373519105,365.0,41.0,260.75399891999996
2023-07-01 18:00:00+00:00,3405.1188975,324.083676585,956.9041811100001,6850.0,2294.0,4037.9394020249997,427.0,30.0,393.5658829199997
2023-07-01 19:00:00+00:00,3839.044533885,407.35872366,931.2399174600001,7104.0,2238.0,4362.925727685,254.0,-56.0,324.9863256600006
2023-07-01 20:00:00+00:00,4343.783217,542.590070055,803.0229254850001,7275.0,2191.0,4604.21607243,171.0,-47.0,241.29034474499986
2023-07-01 21:00:00+00:00,4564.52854305,536.277876825,822.3523162800001,7627.0,2289.0,4850.602982505,352.0,98.0,246.38691007499983
2023-07-01 22:00:00+00:00,4670.551254,455.09207680500003,857.535672135,7866.0,2261.0,5072.99484933,239.0,-28.0,222.39186682499985
2023-07-01 23:00:00+00:00,4742.672461499999,393.00524259,813.281373465,7976.0,2228.0,5162.948592375,110.0,-33.0,89.95374304500001
2023-07-02 00:00:00+00:00,4851.34959576,413.48585115000003,851.1953561700001,7974.0,2111.0,5289.05910078,-2.0,-117.0,126.11050840500047
2023-07-02 01:00:00+00:00,5065.72104,400.314432135,748.23530178,7796.0,1831.0,5413.641909645,-178.0,-280.0,124.5828088649996
2023-07-02 02:00:00+00:00,5522.6701245,475.46654472,967.392146895,7320.0,944.0,6014.595726675,-476.0,-887.0,600.9538170300002
2023-07-02 03:00:00+00:00,5524.9380869999995,642.0919352249999,1117.095815595,6863.0,574.0,5999.9419673699995,-457.0,-370.0,-14.653759305000676
2023-07-02 04:00:00+00:00,4948.31678604,431.27937774000003,1140.74340699,6815.0,608.0,5657.78081529,-48.0,34.0,-342.16115207999974
2023-07-02 05:00:00+00:00,4763.407989044999,801.90799512,902.6608684050001,6259.0,990.0,4864.16086233,-556.0,382.0,-793.6199529599999
2023-07-02 06:00:00+00:00,4626.80860767,870.50569608,850.465072245,5947.0,1023.0,4606.767983835,-312.0,33.0,-257.3928784949994
2023-07-02 07:00:00+00:00,4345.597587,940.6610336850001,897.12794709,5708.0,1150.0,4302.064500405,-239.0,127.0,-304.70348343000023
2023-07-02 08:00:00+00:00,3741.9095143799996,578.8203174,857.102037705,5481.0,1045.0,4020.1912346850004,-227.0,-105.0,-281.87326571999984
2023-07-02 09:00:00+00:00,3166.07565,409.825359675,1032.87366738,5271.0,967.0,3789.1239577049996,-210.0,-78.0,-231.06727698000077
2023-07-02 10:00:00+00:00,3159.9067919999998,476.9797293,987.0136512600001,5167.0,1021.0,3669.9407139600003,-104.0,54.0,-119.18324374499934
2023-07-02 11:00:00+00:00,3447.9380295,545.00771808,848.844839835,5112.0,865.0,3751.775151255,-55.0,-156.0,81.83443729499959
2023-07-02 12:00:00+00:00,3431.9715735,537.239492925,786.01955703,5031.0,945.0,3680.7516376050003,-81.0,80.0,-71.02351364999959
2023-07-02 13:00:00+00:00,2953.0867556999997,368.31529563,722.424981345,5168.0,1780.0,3307.196441415,137.0,835.0,-373.55519619000006
2023-07-02 14:00:00+00:00,2763.237429195,321.977193015,792.341729295,5516.0,2273.0,3233.601965475,348.0,493.0,-73.5944759400004
2023-07-02 15:00:00+00:00,2876.40785076,320.139236205,875.349156795,5880.0,2269.0,3431.61777135,364.0,-4.0,198.0158058750003
2023-07-02 16:00:00+00:00,3548.6065345800002,523.05565545,889.66544328,6374.0,2226.0,3915.21632241,494.0,-43.0,483.59855105999986
2023-07-02 17:00:00+00:00,3810.44008365,569.430045465,984.9117036150001,6776.0,2278.0,4225.9217418,402.0,52.0,310.70541938999986
2023-07-02 18:00:00+00:00,4372.758705900001,726.547229985,941.510158845,7101.0,2315.0,4587.72163476,325.0,37.0,361.79989295999985
2023-07-02 19:00:00+00:00,4741.733525025,803.94008952,991.7418994800001,7437.0,2318.0,4929.535334985,336.0,3.0,341.8137002250005
2023-07-02 20:00:00+00:00,4938.9872955,827.433459465,1162.94403831,7648.0,2166.0,5274.497874345,211.0,-152.0,344.96253935999994
2023-07-02 21:00:00+00:00,5201.044919265,865.92985494,1254.361977945,7822.0,2111.0,5589.477042269999,174.0,-55.0,314.9791679249993
2023-07-02 22:00:00+00:00,5315.8319445,929.430083385,1402.42273461,7946.0,2023.0,5788.824595725,124.0,-88.0,199.3475534550007
2023-07-02 23:00:00+00:00,5276.6415525,759.32835996,1400.6573526,7946.0,1901.0,5917.9705451400005,0.0,-122.0,129.14594941500036
2023-07-03 00:00:00+00:00,5575.6497285000005,692.123187975,1320.4313543100002,8057.0,1382.0,6203.957894835,111.0,-519.0,285.98734969499947
2023-07-03 01:00:00+00:00,5966.374308,703.414012485,1092.12554847,7699.0,1103.0,6355.085843985,-358.0,-279.0,151.12794914999995
2023-07-03 02:00:00+00:00,6397.6863444,837.29728197,1123.28916759,7405.0,581.0,6683.67823002,-294.0,-522.0,328.59238603500035
2023-07-03 03:00:00+00:00,6372.06744,1198.6072950300002,951.09819711,6913.0,663.0,6124.558342079999,-492.0,82.0,-559.1198879400008
2023-07-03 04:00:00+00:00,5697.22159035,1031.1790458,899.3451072299999,6520.0,897.0,5565.38765178,-393.0,234.0,-559.1706902999995
2023-07-03 05:00:00+00:00,5314.0720056,1175.077637685,939.83277378,6005.0,1047.0,5078.827141695,-515.0,150.0,-486.5605100849998
2023-07-03 06:00:00+00:00,4961.69413605,1072.92951387,847.632840675,5661.0,987.0,4736.397462855,-344.0,-60.0,-342.4296788399997
2023-07-03 07:00:00+00:00,4781.15162046,976.16916177,620.346710775,5435.0,856.0,4425.329169465,-226.0,-131.0,-311.0682933900007
2023-07-03 08:00:00+00:00,4343.79773196,832.381246455,691.7929726350001,5344.0,882.0,4203.20945814,-91.0,26.0,-222.11971132500003
2023-07-03 09:00:00+00:00,3964.39845,702.891473925,780.083845575,5206.0,938.0,4041.59082165,-138.0,56.0,-161.61863648999952
2023-07-03 10:00:00+00:00,3707.5707477600004,613.51832928,862.79462358,5240.0,962.0,3956.8470420600006,34.0,24.0,-84.74377958999958
2023-07-03 11:00:00+00:00,3895.9059825,586.911500415,769.93698135,5275.0,840.0,4078.9314634350003,35.0,-122.0,122.08442137499969
2023-07-03 12:00:00+00:00,4164.977053500001,641.703660045,794.6033414999999,5415.0,901.0,4317.876734955,140.0,61.0,238.94527151999955
2023-07-03 13:00:00+00:00,3489.78828792,431.672188845,897.2603961,5566.0,1546.0,3955.3764951750004,151.0,645.0,-362.50023977999945
2023-07-03 14:00:00+00:00,2926.95801333,281.621975475,1081.5958521750001,5938.0,2162.0,3726.9318900300004,372.0,616.0,-228.44460514499997
2023-07-03 15:00:00+00:00,2820.8990149799997,290.99954682,1323.681798165,6416.0,2298.0,3853.5812663250003,478.0,136.0,126.64937629499991
2023-07-03 16:00:00+00:00,3284.260990245,447.021759045,1349.491211415,6953.0,2498.0,4186.730442614999,537.0,200.0,333.1491762899991
2023-07-03 17:00:00+00:00,3482.778469425,466.69043703,1172.85594162,7377.0,2927.0,4188.943974015,424.0,429.0,2.2135314000006474
2023-07-03 18:00:00+00:00,3637.90619724,500.98293721500005,1098.828738435,7560.0,2944.0,4235.75199846,183.0,17.0,46.80802444500023
2023-07-03 19:00:00+00:00,4047.3151589999998,482.61879125999997,1183.31034156,7874.0,2521.0,4748.0067093,314.0,-423.0,512.2547108399995
2023-07-03 20:00:00+00:00,4418.172387,515.06698434,1178.619287925,8047.0,2602.0,5081.724690585,173.0,81.0,333.71798128499995
2023-07-03 21:00:00+00:00,4803.453856499999,578.0219946,1151.987965065,8044.0,2497.0,5377.419826965,-3.0,-105.0,295.6951363799999
2023-07-03 22:00:00+00:00,5403.1031415,696.403286805,1129.47072618,8053.0,2184.0,5836.170580874999,9.0,-313.0,458.75075390999973
2023-07-03 23:00:00+00:00,5166.1464195,699.177458535,1052.776399095,7928.0,2320.0,5519.74536006,-125.0,136.0,-316.4252208149992
2023-07-04 00:00:00+00:00,4822.96922022,701.01995127,797.434665885,7636.0,2475.0,4919.383934835,-292.0,155.0,-600.361425225
2023-07-04 01:00:00+00:00,4638.3461865,469.4682375,790.5101227800001,7583.0,2075.0,4959.388071779999,-53.0,-400.0,40.00413694499912
2023-07-04 02:00:00+00:00,5193.9062805,574.147407465,878.627723385,7099.0,1098.0,5498.3865964199995,-484.0,-977.0,538.9985246400001
2023-07-04 03:00:00+00:00,5270.4726945,587.88490992,882.07956231,6956.0,809.0,5564.66734689,-143.0,-289.0,66.28075047000038
2023-07-04 04:00:00+00:00,4983.8929530000005,576.5623339350001,896.38224102,6904.0,912.0,5303.712860085,-52.0,103.0,-260.95448680499976
2023-07-04 05:00:00+00:00,5070.33316854,767.796931935,649.63154976,6465.0,980.0,4952.167786365,-439.0,68.0,-351.5450737199999
2023-07-04 06:00:00+00:00,4694.138064,814.252061415,666.540570975,6138.0,1043.0,4546.42657356,-327.0,63.0,-405.74121280500003
2023-07-04 07:00:00+00:00,4612.191135765001,808.93867887,761.731493025,5770.0,650.0,4564.983949920001,-368.0,-393.0,18.55737636000049
2023-07-04 08:00:00+00:00,4463.28306831,799.34791905,741.7371356250001,5583.0,673.0,4405.672284885,-187.0,23.0,-159.31166503500026
2023-07-04 09:00:00+00:00,3921.2164439999997,640.3446969150001,697.909213905,5430.0,982.0,3978.7809609900005,-153.0,309.0,-426.8913238949999
2023-07-04 10:00:00+00:00,3604.5181605000002,527.6088169650001,787.413900375,5321.0,1008.0,3864.3232439099997,-109.0,26.0,-114.45771708000075
2023-07-04 11:00:00+00:00,3723.9037064999998,570.030601935,902.272593225,5279.0,761.0,4056.14569779,-42.0,-247.0,191.82245388000047
2023-07-04 12:00:00+00:00,3886.6526955000004,688.715801115,978.274738155,5267.0,579.0,4176.21163254,-12.0,-182.0,120.06593475
2023-07-04 13:00:00+00:00,3798.90613356,744.366157755,817.92343911,5384.0,1181.0,3872.4634149149997,117.0,602.0,-303.7482176250005
2023-07-04 14:00:00+00:00,3118.8113115,504.65612928,1084.4380627799999,5665.0,1716.0,3698.593245,281.0,535.0,-173.87016991499968
2023-07-04 15:00:00+00:00,2753.95057635,386.50979799,1277.4362284200001,5954.0,1998.0,3644.87700678,289.0,282.0,-53.71623821999992
2023-07-04 16:00:00+00:00,2732.61902826,358.13305119,1253.414876805,6227.0,2219.0,3627.900853875,273.0,221.0,-16.976152905000163
2023-07-04 17:00:00+00:00,2783.8786095,379.41651847500003,1167.538930335,6532.0,2623.0,3572.0010213600003,305.0,404.0,-55.899832514999616
2023-07-04 18:00:00+00:00,2645.77239384,383.26570443,1152.891521325,6765.0,3077.0,3415.3982107350002,233.0,454.0,-156.60281062500007
2023-07-04 19:00:00+00:00,3113.6403569999998,462.67342185,1022.39568063,6878.0,2945.0,3673.3626157800004,113.0,-132.0,257.96440504500015
2023-07-04 20:00:00+00:00,3546.60709884,547.88349453,945.0118929449999,7000.0,2756.0,3943.735497255,122.0,-189.0,270.37288147499976
2023-07-04 21:00:00+00:00,3888.2856285000003,718.0877298600001,839.8283281199999,6989.0,2850.0,4010.0262267600006,-11.0,94.0,66.2907295050004
2023-07-04 22:00:00+00:00,4021.551105,660.39983571,861.50279214,7162.0,2491.0,4222.65406143,173.0,-359.0,212.62783466999963
2023-07-04 23:00:00+00:00,4233.0159285,674.968319625,998.200149495,7268.0,2031.0,4556.24775837,106.0,-460.0,333.59369694
2023-07-05 00:00:00+00:00,4822.414023,835.650741195,892.6600609650001,7272.0,1765.0,4879.42334277,4.0,-266.0,323.17558439999993
