Interval Start,Internal CO2 (tonnes),Exported CO2 (tonnes),Imported CO2 (tonnes),Load,VRE,Total_CO2_Emissions,delta_Load,delta_VRE,delta_Total_CO2_Emissions
2023-01-01 20:00:00+00:00,4554.544064940001,1248.6340118550002,1098.418690815,5917.0,1285.0,4404.3287439,-37.0,-30.0,49.38715139999931
2023-01-01 21:00:00+00:00,4610.0492719799995,1230.97021272,1050.561053325,5929.0,1211.0,4429.640112585001,12.0,-74.0,25.31136868500107
2023-01-01 22:00:00+00:00,4787.215245,1247.90009919,916.4482660350001,6001.0,1146.0,4455.763411845,72.0,-65.0,26.12329925999893
2023-01-01 23:00:00+00:00,4869.6783614999995,1238.89356651,840.838025025,6216.0,1276.0,4471.622820015,215.0,130.0,15.859408170000279
2023-01-02 00:00:00+00:00,4804.270323000001,1096.767614115,844.695375645,6474.0,1277.0,4552.19808453,258.0,1.0,80.57526451500053
2023-01-02 01:00:00+00:00,4915.7633595,1190.4943395750001,851.842179075,6488.0,1371.0,4577.111199,14.0,94.0,24.913114469999528
2023-01-02 02:00:00+00:00,4848.903825,1242.15217503,855.104416335,6445.0,1477.0,4461.856066305,-43.0,106.0,-115.2551326949997
2023-01-02 03:00:00+00:00,4857.431364,1275.02493069,881.3619789749999,6360.0,1437.0,4463.7684122850005,-85.0,-40.0,1.912345980000282
2023-01-02 04:00:00+00:00,4705.56133752,1290.233887215,964.50457704,6270.0,1645.0,4379.832027345,-90.0,208.0,-83.93638494000061
2023-01-02 05:00:00+00:00,4527.941772,1296.6694576050002,976.4404100849999,6051.0,1733.0,4207.712724479999,-219.0,88.0,-172.11930286500046
2023-01-02 06:00:00+00:00,4393.859829,1353.00111018,1059.671005095,5869.0,1709.0,4100.529723915,-182.0,-24.0,-107.18300056499902
2023-01-02 07:00:00+00:00,4377.5304989999995,1339.89773004,990.352999245,5675.0,1547.0,4027.985768205,-194.0,-162.0,-72.54395571000032
2023-01-02 08:00:00+00:00,4296.421809705001,1365.75794565,1013.8518123,5579.0,1593.0,3944.515676355,-96.0,46.0,-83.47009185000024
2023-01-02 09:00:00+00:00,4315.297608,1413.16743375,905.489471235,5533.0,1737.0,3807.6196454849996,-46.0,144.0,-136.89603087000023
2023-01-02 10:00:00+00:00,4312.8482085000005,1394.7670003950002,836.60782137,5471.0,1721.0,3754.689029475,-62.0,-16.0,-52.93061600999954
2023-01-02 11:00:00+00:00,4316.2955114999995,1288.2163077750001,745.864827375,5529.0,1699.0,3773.9440311000003,58.0,-22.0,19.255001625000205
2023-01-02 12:00:00+00:00,4627.20051159,1341.197726145,525.482375325,5463.0,1717.0,3811.48516077,-66.0,18.0,37.54112966999992
2023-01-02 13:00:00+00:00,4560.7455816,1314.230744835,645.717046485,5388.0,1783.0,3892.23188325,-75.0,66.0,80.74672247999979
2023-01-02 14:00:00+00:00,4604.64970686,1263.898306665,661.16731422,5496.0,1828.0,4001.9187144150005,108.0,45.0,109.68683116500051
2023-01-02 15:00:00+00:00,4568.58366,1264.42719552,731.083154985,5619.0,1861.0,4035.239619465,123.0,33.0,33.32090504999951
2023-01-02 16:00:00+00:00,4317.08294808,1196.995227285,1053.76432356,6003.0,2060.0,4173.852044355,384.0,199.0,138.6124248899996
2023-01-02 17:00:00+00:00,4180.84190478,1270.6840504650002,1422.980453895,6418.0,2085.0,4333.13830821,415.0,25.0,159.28626385500047
2023-01-02 18:00:00+00:00,4419.079572,1304.463991125,1220.128444785,6482.0,2072.0,4334.74402566,64.0,-13.0,1.6057174500001565
2023-01-02 19:00:00+00:00,4670.369817,1509.8769834900002,1245.7464420000001,6492.0,1989.0,4406.23927551,10.0,-83.0,71.49524984999971
2023-01-02 20:00:00+00:00,4751.70076662,1480.198426215,1185.22450191,6492.0,1834.0,4456.726842315,0.0,-155.0,50.487566804999915
2023-01-02 21:00:00+00:00,5065.0860105,1397.90676768,897.81740769,6380.0,1536.0,4564.99665051,-112.0,-298.0,108.26980819500022
2023-01-02 22:00:00+00:00,5622.73263,1486.0479550950001,696.849621825,6128.0,1014.0,4833.53429673,-252.0,-522.0,268.53764622000017
2023-01-02 23:00:00+00:00,5876.704513860001,1360.393760745,634.8317336700001,6307.0,688.0,5151.142486785,179.0,-326.0,317.6081900549998
2023-01-03 00:00:00+00:00,5909.8566825,1233.411447555,713.40302652,6646.0,476.0,5389.848261465,339.0,-212.0,238.7057746800001
2023-01-03 01:00:00+00:00,5876.8351485,1160.602593825,878.85724119,6874.0,378.0,5595.089795865,228.0,-98.0,205.2415344000001
2023-01-03 02:00:00+00:00,6051.649698,1272.16729794,728.281767705,6521.0,262.0,5507.764167765,-353.0,-116.0,-87.32562810000036
2023-01-03 03:00:00+00:00,6134.566407,1414.1662444350002,794.170614255,6355.0,218.0,5514.57077682,-166.0,-44.0,6.806609055000081
2023-01-03 04:00:00+00:00,5784.7195836,1341.5333845950001,1061.57881515,6428.0,213.0,5504.765014155,73.0,-5.0,-9.805762664999747
2023-01-03 05:00:00+00:00,5694.10631706,1515.2629408349999,1165.62930591,6173.0,128.0,5344.472682135,-255.0,-85.0,-160.29233202000069
2023-01-03 06:00:00+00:00,5606.04949785,1648.684453155,1267.94707332,5962.0,142.0,5225.312118015,-211.0,14.0,-119.16056411999944
2023-01-03 07:00:00+00:00,5544.896157,1621.53149892,1161.048928845,5831.0,148.0,5084.413586924999,-131.0,6.0,-140.8985310900007
2023-01-03 08:00:00+00:00,5464.973158500001,1533.7686076500001,1065.609438105,5689.0,116.0,4996.813988955,-142.0,-32.0,-87.5995979699992
2023-01-03 09:00:00+00:00,5444.2893405,1623.55452147,1119.70578684,5663.0,163.0,4940.440605870001,-26.0,47.0,-56.37338308499966
2023-01-03 10:00:00+00:00,5391.219018000001,1620.766741965,1065.562264485,5603.0,212.0,4836.01454052,-60.0,49.0,-104.4260653500005
2023-01-03 11:00:00+00:00,5441.839941,1546.0918086899999,1011.4387002000001,5723.0,187.0,4907.18683251,120.0,-25.0,71.1722919900003
2023-01-03 12:00:00+00:00,5475.76866,1464.78988899,1066.529323695,5894.0,139.0,5077.508094705,171.0,-48.0,170.3212621949997
2023-01-03 13:00:00+00:00,5741.1202725,1522.832492475,957.26342637,5944.0,182.0,5175.551206395,50.0,43.0,98.04311168999993
2023-01-03 14:00:00+00:00,6007.62219558,1559.147108025,997.962467025,6084.0,249.0,5446.437554579999,140.0,67.0,270.8863481849994
2023-01-03 15:00:00+00:00,5979.347053500001,1619.11112934,1071.272086875,6195.0,398.0,5431.508011035,111.0,149.0,-14.929543544999433
2023-01-03 16:00:00+00:00,5643.597885,1438.7455148249999,1254.773839935,6497.0,709.0,5459.62621011,302.0,311.0,28.11819907500012
2023-01-03 17:00:00+00:00,5307.24090255,1316.589425835,1247.7513208500002,6794.0,1149.0,5238.402797565001,297.0,440.0,-221.22341254499952
2023-01-03 18:00:00+00:00,5150.179963500001,1328.6704084799999,1196.053569255,6823.0,1590.0,5017.5631242750005,29.0,441.0,-220.83967329000006
2023-01-03 19:00:00+00:00,5045.73575445,1411.978114215,1109.2668090450002,6719.0,1897.0,4743.024449279999,-104.0,307.0,-274.5386749950012
2023-01-03 20:00:00+00:00,4903.5744218400005,1267.532489775,949.927021275,6635.0,1978.0,4585.96895334,-84.0,81.0,-157.05549593999967
2023-01-03 21:00:00+00:00,4719.861294675,1314.65258586,995.520325005,6577.0,2229.0,4400.72903382,-58.0,251.0,-185.2399195199996
2023-01-03 22:00:00+00:00,4714.640445,1287.258320415,861.950034345,6595.0,2305.0,4289.33215893,18.0,76.0,-111.39687488999971
2023-01-03 23:00:00+00:00,4973.08293654,1251.526117635,632.2090618349999,6501.0,1999.0,4353.76588074,-94.0,-306.0,64.43372180999995
2023-01-04 00:00:00+00:00,5158.656700140001,1214.97654117,625.7399256,6508.0,1779.0,4569.42008457,7.0,-220.0,215.65420382999946
2023-01-04 01:00:00+00:00,4962.2112314999995,1160.18438154,731.4451218,6710.0,1981.0,4533.47197176,202.0,202.0,-35.94811280999966
2023-01-04 02:00:00+00:00,4493.843409405001,1007.5396190700001,795.375355935,6814.0,2344.0,4281.67914627,104.0,363.0,-251.7928254899998
2023-01-04 03:00:00+00:00,4541.186673,1120.54402578,840.41074089,6739.0,2292.0,4261.05338811,-75.0,-52.0,-20.62575816000026
2023-01-04 04:00:00+00:00,4732.91296527,1339.492218345,813.065463435,6270.0,2237.0,4206.48621036,-469.0,-55.0,-54.567177750000155
2023-01-04 05:00:00+00:00,4589.25840615,1369.442023935,872.919715365,6020.0,2162.0,4092.7360975799998,-250.0,-75.0,-113.75011278000011
2023-01-04 06:00:00+00:00,4387.60932435,1415.741117595,1058.36193714,5910.0,2085.0,4030.2301438950003,-110.0,-77.0,-62.50595368499944
